ProjectID,EmployeeID,Project_Name,Project_Description,Tech_Stack_Used,Domain,Project_Role,Project_Success_Score,Individual_Performance_Score
6977,2044,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including Bash, Elasticsearch, Python, AWS, Kubernetes.","Bash,Elasticsearch,Python,AWS,Kubernetes",Cybersecurity,CI/CD Specialist,0.72,0.75
6977,2078,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including Bash, Elasticsearch, Python, AWS, Kubernetes.","Bash,Elasticsearch,Python,AWS,Kubernetes",Cybersecurity,Research Scientist,0.72,0.7
6977,1410,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including Bash, Elasticsearch, Python, AWS, Kubernetes.","Bash,Elasticsearch,Python,AWS,Kubernetes",Cybersecurity,Bug Fixer,0.72,0.73
6977,2055,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including Bash, Elasticsearch, Python, AWS, Kubernetes.","Bash,Elasticsearch,Python,AWS,Kubernetes",Cybersecurity,Tech Lead,0.72,0.71
6977,2008,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including Bash, Elasticsearch, Python, AWS, Kubernetes.","Bash,Elasticsearch,Python,AWS,Kubernetes",Cybersecurity,Backend Developer,0.72,0.72
6978,2156,Patient Data Analytics Platform,"Engineered a HIPAA-compliant data platform on Azure to process electronic health records (EHR) using Spark, enabling predictive diagnostics. The project utilized a tech stack including SQL, Docker, FHIR, Azure, Python.","SQL,Docker,FHIR,Azure,Python",Healthcare,Frontend Lead,0.86,0.89
6978,1045,Patient Data Analytics Platform,"Engineered a HIPAA-compliant data platform on Azure to process electronic health records (EHR) using Spark, enabling predictive diagnostics. The project utilized a tech stack including SQL, Docker, FHIR, Azure, Python.","SQL,Docker,FHIR,Azure,Python",Healthcare,Tech Lead,0.86,0.88
6978,1755,Patient Data Analytics Platform,"Engineered a HIPAA-compliant data platform on Azure to process electronic health records (EHR) using Spark, enabling predictive diagnostics. The project utilized a tech stack including SQL, Docker, FHIR, Azure, Python.","SQL,Docker,FHIR,Azure,Python",Healthcare,Backend Lead,0.86,0.9
6978,2059,Patient Data Analytics Platform,"Engineered a HIPAA-compliant data platform on Azure to process electronic health records (EHR) using Spark, enabling predictive diagnostics. The project utilized a tech stack including SQL, Docker, FHIR, Azure, Python.","SQL,Docker,FHIR,Azure,Python",Healthcare,UX Researcher,0.86,0.86
6978,1559,Patient Data Analytics Platform,"Engineered a HIPAA-compliant data platform on Azure to process electronic health records (EHR) using Spark, enabling predictive diagnostics. The project utilized a tech stack including SQL, Docker, FHIR, Azure, Python.","SQL,Docker,FHIR,Azure,Python",Healthcare,Interaction Designer,0.86,0.89
6979,1607,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including PostgreSQL, Angular, Python.","PostgreSQL,Angular,Python",SaaS,Tech Lead,0.89,0.87
6979,1197,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including PostgreSQL, Angular, Python.","PostgreSQL,Angular,Python",SaaS,Performance Tester,0.89,0.92
6979,1350,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including PostgreSQL, Angular, Python.","PostgreSQL,Angular,Python",SaaS,Tech Lead,0.89,0.87
6979,1158,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including PostgreSQL, Angular, Python.","PostgreSQL,Angular,Python",SaaS,Bug Fixer,0.89,0.89
6979,2180,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including PostgreSQL, Angular, Python.","PostgreSQL,Angular,Python",SaaS,Backend Developer,0.89,0.96
6979,1482,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including PostgreSQL, Angular, Python.","PostgreSQL,Angular,Python",SaaS,ML Engineer,0.89,0.9
6980,1713,Multi-tenant User Authentication Service,"Created a secure and scalable authentication and authorization service for a B2B SaaS platform, supporting OAuth 2.0 and SAML. The project utilized a tech stack including AWS, PostgreSQL, Angular, Kubernetes.","AWS,PostgreSQL,Angular,Kubernetes",SaaS,ML Engineer,0.99,1.0
6980,1301,Multi-tenant User Authentication Service,"Created a secure and scalable authentication and authorization service for a B2B SaaS platform, supporting OAuth 2.0 and SAML. The project utilized a tech stack including AWS, PostgreSQL, Angular, Kubernetes.","AWS,PostgreSQL,Angular,Kubernetes",SaaS,Tech Lead,0.99,0.92
6981,2081,Multi-tenant User Authentication Service,"Created a secure and scalable authentication and authorization service for a B2B SaaS platform, supporting OAuth 2.0 and SAML. The project utilized a tech stack including Go, Angular, Python, AWS, Kubernetes.","Go,Angular,Python,AWS,Kubernetes",SaaS,Scrum Master,0.84,0.89
6981,1098,Multi-tenant User Authentication Service,"Created a secure and scalable authentication and authorization service for a B2B SaaS platform, supporting OAuth 2.0 and SAML. The project utilized a tech stack including Go, Angular, Python, AWS, Kubernetes.","Go,Angular,Python,AWS,Kubernetes",SaaS,Manual Tester,0.84,0.77
6981,1105,Multi-tenant User Authentication Service,"Created a secure and scalable authentication and authorization service for a B2B SaaS platform, supporting OAuth 2.0 and SAML. The project utilized a tech stack including Go, Angular, Python, AWS, Kubernetes.","Go,Angular,Python,AWS,Kubernetes",SaaS,CI/CD Specialist,0.84,0.77
6981,1870,Multi-tenant User Authentication Service,"Created a secure and scalable authentication and authorization service for a B2B SaaS platform, supporting OAuth 2.0 and SAML. The project utilized a tech stack including Go, Angular, Python, AWS, Kubernetes.","Go,Angular,Python,AWS,Kubernetes",SaaS,ML Engineer,0.84,0.83
6981,1873,Multi-tenant User Authentication Service,"Created a secure and scalable authentication and authorization service for a B2B SaaS platform, supporting OAuth 2.0 and SAML. The project utilized a tech stack including Go, Angular, Python, AWS, Kubernetes.","Go,Angular,Python,AWS,Kubernetes",SaaS,Backend Developer,0.84,0.83
6981,1701,Multi-tenant User Authentication Service,"Created a secure and scalable authentication and authorization service for a B2B SaaS platform, supporting OAuth 2.0 and SAML. The project utilized a tech stack including Go, Angular, Python, AWS, Kubernetes.","Go,Angular,Python,AWS,Kubernetes",SaaS,Manual Tester,0.84,0.92
6982,1153,Scalable Shopping Cart API,"Built a highly available shopping cart and checkout service using Java and MongoDB, deployed on GCP with Kubernetes for auto-scaling during peak traffic. The project utilized a tech stack including SQL, Docker, GCP.","SQL,Docker,GCP",E-commerce,Program Manager,0.78,0.74
6982,1521,Scalable Shopping Cart API,"Built a highly available shopping cart and checkout service using Java and MongoDB, deployed on GCP with Kubernetes for auto-scaling during peak traffic. The project utilized a tech stack including SQL, Docker, GCP.","SQL,Docker,GCP",E-commerce,Automation Tester,0.78,0.82
6983,1642,Product Recommendation Engine,"Implemented a collaborative filtering recommendation system using Python and Spark, increasing average order value by 12%. The project utilized a tech stack including SQL, Docker, Vue.js.","SQL,Docker,Vue.js",E-commerce,Product Owner,0.79,0.73
6983,2151,Product Recommendation Engine,"Implemented a collaborative filtering recommendation system using Python and Spark, increasing average order value by 12%. The project utilized a tech stack including SQL, Docker, Vue.js.","SQL,Docker,Vue.js",E-commerce,Program Manager,0.79,0.78
6983,1179,Product Recommendation Engine,"Implemented a collaborative filtering recommendation system using Python and Spark, increasing average order value by 12%. The project utilized a tech stack including SQL, Docker, Vue.js.","SQL,Docker,Vue.js",E-commerce,Code Reviewer,0.79,0.82
6983,2047,Product Recommendation Engine,"Implemented a collaborative filtering recommendation system using Python and Spark, increasing average order value by 12%. The project utilized a tech stack including SQL, Docker, Vue.js.","SQL,Docker,Vue.js",E-commerce,Tech Lead,0.79,0.77
6983,1921,Product Recommendation Engine,"Implemented a collaborative filtering recommendation system using Python and Spark, increasing average order value by 12%. The project utilized a tech stack including SQL, Docker, Vue.js.","SQL,Docker,Vue.js",E-commerce,Bug Fixer,0.79,0.83
6984,1297,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including TensorFlow, Docker, SQL, FHIR, Azure.","TensorFlow,Docker,SQL,FHIR,Azure",Healthcare,Lead Developer,0.8,0.8
6984,2081,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including TensorFlow, Docker, SQL, FHIR, Azure.","TensorFlow,Docker,SQL,FHIR,Azure",Healthcare,Scrum Master,0.8,0.89
6984,1065,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including TensorFlow, Docker, SQL, FHIR, Azure.","TensorFlow,Docker,SQL,FHIR,Azure",Healthcare,UX Researcher,0.8,0.75
6984,1540,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including TensorFlow, Docker, SQL, FHIR, Azure.","TensorFlow,Docker,SQL,FHIR,Azure",Healthcare,SRE,0.8,0.8
6984,1236,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including TensorFlow, Docker, SQL, FHIR, Azure.","TensorFlow,Docker,SQL,FHIR,Azure",Healthcare,SRE,0.8,0.87
6984,1333,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including TensorFlow, Docker, SQL, FHIR, Azure.","TensorFlow,Docker,SQL,FHIR,Azure",Healthcare,ML Engineer,0.8,0.84
6985,1125,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including Java, Kafka, Python.","Java,Kafka,Python",Fintech,Performance Tester,0.88,0.78
6985,1620,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including Java, Kafka, Python.","Java,Kafka,Python",Fintech,Program Manager,0.88,0.9
6985,1871,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including Java, Kafka, Python.","Java,Kafka,Python",Fintech,Manual Tester,0.88,0.91
6985,2191,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including Java, Kafka, Python.","Java,Kafka,Python",Fintech,Research Scientist,0.88,0.88
6985,1762,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including Java, Kafka, Python.","Java,Kafka,Python",Fintech,Scrum Master,0.88,0.85
6985,1881,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including Java, Kafka, Python.","Java,Kafka,Python",Fintech,Junior Coder,0.88,0.85
6986,1174,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including React, Kafka, AWS, PostgreSQL, Kubernetes.","React,Kafka,AWS,PostgreSQL,Kubernetes",Fintech,Tech Lead,0.96,1.0
6986,1074,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including React, Kafka, AWS, PostgreSQL, Kubernetes.","React,Kafka,AWS,PostgreSQL,Kubernetes",Fintech,ML Engineer,0.96,1.0
6986,1090,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including React, Kafka, AWS, PostgreSQL, Kubernetes.","React,Kafka,AWS,PostgreSQL,Kubernetes",Fintech,Program Manager,0.96,0.93
6986,1056,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including React, Kafka, AWS, PostgreSQL, Kubernetes.","React,Kafka,AWS,PostgreSQL,Kubernetes",Fintech,Junior Coder,0.96,0.94
6987,2012,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including AWS, PostgreSQL, React.","AWS,PostgreSQL,React",Fintech,Lead Developer,0.69,0.7
6987,1398,Payment Gateway Integration,"Developed a microservices-based payment gateway for processing credit card and ACH transactions, ensuring PCI compliance and high availability on AWS. The project utilized a tech stack including AWS, PostgreSQL, React.","AWS,PostgreSQL,React",Fintech,Lead Developer,0.69,0.68
6988,1936,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including Go, Bash, Kubernetes, AWS, Python.","Go,Bash,Kubernetes,AWS,Python",Cybersecurity,ML Engineer,0.79,0.7
6988,1163,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including Go, Bash, Kubernetes, AWS, Python.","Go,Bash,Kubernetes,AWS,Python",Cybersecurity,Performance Tester,0.79,0.8
6988,1904,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including Go, Bash, Kubernetes, AWS, Python.","Go,Bash,Kubernetes,AWS,Python",Cybersecurity,Backend Lead,0.79,0.79
6988,1302,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including Go, Bash, Kubernetes, AWS, Python.","Go,Bash,Kubernetes,AWS,Python",Cybersecurity,Automation Tester,0.79,0.79
6989,1570,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including Go, Kubernetes, Python, AWS, Elasticsearch.","Go,Kubernetes,Python,AWS,Elasticsearch",Cybersecurity,Program Manager,0.97,1.0
6989,2006,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including Go, Kubernetes, Python, AWS, Elasticsearch.","Go,Kubernetes,Python,AWS,Elasticsearch",Cybersecurity,Cloud Engineer,0.97,0.9
6989,1360,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including Go, Kubernetes, Python, AWS, Elasticsearch.","Go,Kubernetes,Python,AWS,Elasticsearch",Cybersecurity,Lead Designer,0.97,1.0
6989,1674,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including Go, Kubernetes, Python, AWS, Elasticsearch.","Go,Kubernetes,Python,AWS,Elasticsearch",Cybersecurity,Performance Tester,0.97,0.87
6989,2133,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including Go, Kubernetes, Python, AWS, Elasticsearch.","Go,Kubernetes,Python,AWS,Elasticsearch",Cybersecurity,ML Engineer,0.97,0.95
6989,1214,Automated Penetration Testing Framework,"Built a framework using Python and Go to automate routine security vulnerability scans across the company's web assets. The project utilized a tech stack including Go, Kubernetes, Python, AWS, Elasticsearch.","Go,Kubernetes,Python,AWS,Elasticsearch",Cybersecurity,Program Manager,0.97,0.96
6990,1196,Patient Data Analytics Platform,"Engineered a HIPAA-compliant data platform on Azure to process electronic health records (EHR) using Spark, enabling predictive diagnostics. The project utilized a tech stack including TensorFlow, SQL, Docker, FHIR, Azure.","TensorFlow,SQL,Docker,FHIR,Azure",Healthcare,Program Manager,0.91,0.95
6990,1303,Patient Data Analytics Platform,"Engineered a HIPAA-compliant data platform on Azure to process electronic health records (EHR) using Spark, enabling predictive diagnostics. The project utilized a tech stack including TensorFlow, SQL, Docker, FHIR, Azure.","TensorFlow,SQL,Docker,FHIR,Azure",Healthcare,Automation Tester,0.91,0.86
6990,1043,Patient Data Analytics Platform,"Engineered a HIPAA-compliant data platform on Azure to process electronic health records (EHR) using Spark, enabling predictive diagnostics. The project utilized a tech stack including TensorFlow, SQL, Docker, FHIR, Azure.","TensorFlow,SQL,Docker,FHIR,Azure",Healthcare,CI/CD Specialist,0.91,0.84
6990,1534,Patient Data Analytics Platform,"Engineered a HIPAA-compliant data platform on Azure to process electronic health records (EHR) using Spark, enabling predictive diagnostics. The project utilized a tech stack including TensorFlow, SQL, Docker, FHIR, Azure.","TensorFlow,SQL,Docker,FHIR,Azure",Healthcare,System Designer,0.91,0.9
6990,1931,Patient Data Analytics Platform,"Engineered a HIPAA-compliant data platform on Azure to process electronic health records (EHR) using Spark, enabling predictive diagnostics. The project utilized a tech stack including TensorFlow, SQL, Docker, FHIR, Azure.","TensorFlow,SQL,Docker,FHIR,Azure",Healthcare,Backend Lead,0.91,0.97
6990,2169,Patient Data Analytics Platform,"Engineered a HIPAA-compliant data platform on Azure to process electronic health records (EHR) using Spark, enabling predictive diagnostics. The project utilized a tech stack including TensorFlow, SQL, Docker, FHIR, Azure.","TensorFlow,SQL,Docker,FHIR,Azure",Healthcare,Research Scientist,0.91,0.89
6991,1169,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including Bash, Go, Elasticsearch, Python, Kubernetes.","Bash,Go,Elasticsearch,Python,Kubernetes",Cybersecurity,Bug Fixer,0.65,0.64
6991,2087,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including Bash, Go, Elasticsearch, Python, Kubernetes.","Bash,Go,Elasticsearch,Python,Kubernetes",Cybersecurity,CI/CD Specialist,0.65,0.64
6992,1726,Subscription Billing Platform,"Engineered a flexible billing system to handle various subscription tiers, usage-based pricing, and invoicing for a growing SaaS product. The project utilized a tech stack including Go, Angular, Python.","Go,Angular,Python",SaaS,System Designer,0.81,0.89
6992,2193,Subscription Billing Platform,"Engineered a flexible billing system to handle various subscription tiers, usage-based pricing, and invoicing for a growing SaaS product. The project utilized a tech stack including Go, Angular, Python.","Go,Angular,Python",SaaS,Manual Tester,0.81,0.84
6993,1066,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including AWS, Go, Elasticsearch.","AWS,Go,Elasticsearch",Cybersecurity,Cloud Engineer,0.88,0.82
6993,2071,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including AWS, Go, Elasticsearch.","AWS,Go,Elasticsearch",Cybersecurity,Frontend Lead,0.88,0.85
6993,1784,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including AWS, Go, Elasticsearch.","AWS,Go,Elasticsearch",Cybersecurity,Interaction Designer,0.88,0.94
6993,1052,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including AWS, Go, Elasticsearch.","AWS,Go,Elasticsearch",Cybersecurity,SRE,0.88,0.84
6993,1072,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including AWS, Go, Elasticsearch.","AWS,Go,Elasticsearch",Cybersecurity,Code Reviewer,0.88,0.85
6993,1965,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including AWS, Go, Elasticsearch.","AWS,Go,Elasticsearch",Cybersecurity,Frontend Developer,0.88,0.82
6994,1397,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including AWS, Go, PostgreSQL, Python.","AWS,Go,PostgreSQL,Python",SaaS,Backend Lead,0.91,0.91
6994,2127,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including AWS, Go, PostgreSQL, Python.","AWS,Go,PostgreSQL,Python",SaaS,ML Engineer,0.91,1.0
6994,2081,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including AWS, Go, PostgreSQL, Python.","AWS,Go,PostgreSQL,Python",SaaS,Product Owner,0.91,0.95
6994,1154,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including AWS, Go, PostgreSQL, Python.","AWS,Go,PostgreSQL,Python",SaaS,Solution Architect,0.91,0.93
6994,1609,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including AWS, Go, PostgreSQL, Python.","AWS,Go,PostgreSQL,Python",SaaS,ML Engineer,0.91,0.97
6994,2138,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including AWS, Go, PostgreSQL, Python.","AWS,Go,PostgreSQL,Python",SaaS,Performance Tester,0.91,0.84
6995,1787,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including AWS, Kubernetes, Python.","AWS,Kubernetes,Python",SaaS,Solution Architect,0.96,1.0
6995,1173,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including AWS, Kubernetes, Python.","AWS,Kubernetes,Python",SaaS,CI/CD Specialist,0.96,1.0
6995,1504,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including AWS, Kubernetes, Python.","AWS,Kubernetes,Python",SaaS,Junior Coder,0.96,0.93
6995,1157,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including AWS, Kubernetes, Python.","AWS,Kubernetes,Python",SaaS,Cloud Engineer,0.96,1.0
6995,1120,Customer Data Platform (CDP),"Built a platform to aggregate and unify customer data from multiple sources, providing a 360-degree view for marketing and support teams. The project utilized a tech stack including AWS, Kubernetes, Python.","AWS,Kubernetes,Python",SaaS,SRE,0.96,0.93
6996,1672,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including AWS, Elasticsearch, Python.","AWS,Elasticsearch,Python",Cybersecurity,Scrum Master,0.71,0.7
6996,1504,SIEM Integration Pipeline,"Developed a data pipeline to ingest security logs from various sources into an Elasticsearch cluster for real-time threat analysis. The project utilized a tech stack including AWS, Elasticsearch, Python.","AWS,Elasticsearch,Python",Cybersecurity,Frontend Developer,0.71,0.64
6997,1811,Scalable Shopping Cart API,"Built a highly available shopping cart and checkout service using Java and MongoDB, deployed on GCP with Kubernetes for auto-scaling during peak traffic. The project utilized a tech stack including Vue.js, SQL, Java, Docker, MongoDB.","Vue.js,SQL,Java,Docker,MongoDB",E-commerce,Code Reviewer,0.66,0.72
6997,1448,Scalable Shopping Cart API,"Built a highly available shopping cart and checkout service using Java and MongoDB, deployed on GCP with Kubernetes for auto-scaling during peak traffic. The project utilized a tech stack including Vue.js, SQL, Java, Docker, MongoDB.","Vue.js,SQL,Java,Docker,MongoDB",E-commerce,Tech Lead,0.66,0.67
6997,2019,Scalable Shopping Cart API,"Built a highly available shopping cart and checkout service using Java and MongoDB, deployed on GCP with Kubernetes for auto-scaling during peak traffic. The project utilized a tech stack including Vue.js, SQL, Java, Docker, MongoDB.","Vue.js,SQL,Java,Docker,MongoDB",E-commerce,Performance Tester,0.66,0.68
6997,1077,Scalable Shopping Cart API,"Built a highly available shopping cart and checkout service using Java and MongoDB, deployed on GCP with Kubernetes for auto-scaling during peak traffic. The project utilized a tech stack including Vue.js, SQL, Java, Docker, MongoDB.","Vue.js,SQL,Java,Docker,MongoDB",E-commerce,Data Analyst,0.66,0.65
6997,1145,Scalable Shopping Cart API,"Built a highly available shopping cart and checkout service using Java and MongoDB, deployed on GCP with Kubernetes for auto-scaling during peak traffic. The project utilized a tech stack including Vue.js, SQL, Java, Docker, MongoDB.","Vue.js,SQL,Java,Docker,MongoDB",E-commerce,Lead Developer,0.66,0.65
6997,1161,Scalable Shopping Cart API,"Built a highly available shopping cart and checkout service using Java and MongoDB, deployed on GCP with Kubernetes for auto-scaling during peak traffic. The project utilized a tech stack including Vue.js, SQL, Java, Docker, MongoDB.","Vue.js,SQL,Java,Docker,MongoDB",E-commerce,System Designer,0.66,0.63
6998,1268,Inventory Management System,"Developed a centralized system to track inventory across multiple warehouses, providing real-time updates to the storefront. The project utilized a tech stack including Java, React, MongoDB.","Java,React,MongoDB",E-commerce,Program Manager,0.92,0.91
6998,1611,Inventory Management System,"Developed a centralized system to track inventory across multiple warehouses, providing real-time updates to the storefront. The project utilized a tech stack including Java, React, MongoDB.","Java,React,MongoDB",E-commerce,Tech Lead,0.92,0.98
6998,2067,Inventory Management System,"Developed a centralized system to track inventory across multiple warehouses, providing real-time updates to the storefront. The project utilized a tech stack including Java, React, MongoDB.","Java,React,MongoDB",E-commerce,Junior Coder,0.92,0.91
6998,2142,Inventory Management System,"Developed a centralized system to track inventory across multiple warehouses, providing real-time updates to the storefront. The project utilized a tech stack including Java, React, MongoDB.","Java,React,MongoDB",E-commerce,Scrum Master,0.92,0.9
6999,2032,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including TensorFlow, FHIR, Azure.","TensorFlow,FHIR,Azure",Healthcare,Bug Fixer,0.81,0.82
6999,1277,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including TensorFlow, FHIR, Azure.","TensorFlow,FHIR,Azure",Healthcare,Frontend Lead,0.81,0.86
6999,1817,Telemedicine Video Conferencing App,"Launched a cross-platform mobile app for secure doctor-patient video consultations, integrating with the FHIR standard for data exchange. The project utilized a tech stack including TensorFlow, FHIR, Azure.","TensorFlow,FHIR,Azure",Healthcare,Data Analyst,0.81,0.86
7000,2096,Portfolio Management Dashboard,"Created a React-based dashboard for financial advisors to manage client portfolios, with data streamed via Kafka from a PostgreSQL database. The project utilized a tech stack including React, Java, Python, PostgreSQL, Kubernetes.","React,Java,Python,PostgreSQL,Kubernetes",Fintech,Bug Fixer,0.78,0.78
7000,2071,Portfolio Management Dashboard,"Created a React-based dashboard for financial advisors to manage client portfolios, with data streamed via Kafka from a PostgreSQL database. The project utilized a tech stack including React, Java, Python, PostgreSQL, Kubernetes.","React,Java,Python,PostgreSQL,Kubernetes",Fintech,Frontend Lead,0.78,0.75
